mID,name,releaseDate,popularity_score,popularity_delta,color,runtime,aspectratio,imdb_rating,grossingUS_CA,grossingUS_CA_OpeningWeekend,grossingWorldwide
0104412,Hero,"October 2, 1992",,,,119,1.85:1,6.5,"19,507,345","5,210,875","19,507,345"
1878942,Date and Switch,"February 14, 2014",,,Color,91,,5.7,,,"28,222"
0101258,Days of Being Wild,"December 15, 1990",,,Color,94,1.85:1,7.5,"146,310","18,090","3,255,404"
8342680,The Burnt Orange Heresy,"March 6, 2020",,,Color,99,2.35:1,6.1,"144,201","16,163","711,691"
10904676,XXXTENTACION OK Shorty!,"April 12, 2019",,,Color,2,16:9HD,,,,
3748256,Tales from Radiator Springs,"March 22, 2013",,,Color,5,16:9HD,6.6,,,
9077198,Red Right Hand,,,,,,,,,,
15773254,The Invisible Pilot,"April 4, 2022",224,"1,713",Color,169,16:94K,5.3,,,
0099484,The Ages of Lulu,"April 12, 1991",,,Color,95,1.85:1,5.6,,,
6814914,Journey from Greece,"August 9, 2017",,,Color,97,1.50:1,7.1,,,"504,078"
1324059,Wake Up Sid,"October 2, 2009",,,Color,138,,7.6,"718,766","355,532","4,278,081"
0066214,Performance,"September 4, 1970",,,Color,105,1.66:11.85:1,6.8,,,
0087884,"Paris, Texas","August 23, 1984","3,009",97,Color,145,,8.1,"2,181,987",,"2,207,548"
4565520,The Layover,"August 3, 2017","4,774",22,Color,88,2.35:1,4.7,,,
0058405,Nightmare,"June 17, 1964",,,Black and White,83,2.35:1,6.7,,,
0252462,GLOW: Gorgeous Ladies of Wrestling,"January 1, 1986","4,979",128,Color,60,,7.3,,,
0117397,Project: ALF,"February 17, 1996",,,Color,95,1.33:1,5.4,,,
3602976,Galyntine,,,,Color,,,8.1,,,
6679794,Outlaw King,"November 9, 2018","1,565",260,Color,121,2.39:1,6.9,,,
0075620,The Bees,"November 24, 1978",,,Color,83,2.35:1,3.8,,,
0101669,Dead Again,"August 23, 1991",,,Color,107,1.85:1,6.8,"38,016,380","3,479,395","38,016,380"
7493366,Halloween Pussy Trap Kill! Kill!,"October 27, 2017",,,Color,86,,3.3,,,
1861225,Twenty Twelve,"March 14, 2011","3,486","1,212",Color,30,,7.7,,,
13060796,A Place Among the Dead,"November 9, 2020",,,Color,76,,6.0,,,
0110759,PCU,"April 29, 1994",,,Color,79,1.85:1,6.5,"4,330,020","2,129,483","4,330,020"
0067334,Le Mans,"June 23, 1971",,,Color,106,2.35:1,6.7,,,
2563158,The Town,"December 5, 2012",,,Color,50,16:9HD,6.7,,,
4885916,The Little Mermaid: Attack of the Pirates,2016,,,Color,77,,4.4,,,"382,326"
9218128,Gladiator 2,,,,,,,,,,
0450843,Satan,"February 1, 2006",,,Color,95,1.85:1,5.6,,,"2,680,879"
0295914,Crash Bandicoot,"September 9, 1996",,,Color,,,8.3,,,
15470214,Family Guy COVID-19 Vaccine Awareness PSA,"September 21, 2021",,,Color,4,,6.3,,,
5439812,Zola,"June 30, 2021","1,889",381,Color,86,1.85:1,6.5,"4,844,399","1,200,013","4,998,097"
0088491,The Bugs Bunny/Looney Tunes Comedy Hour,"September 7, 1985",,,Color,45,1.33:1,8.4,,,
0845746,Intelligence,"July 19, 2017",,,Color,44,1.33:1,8.2,,,
11364112,Beauty,2022,,,Color,,,,,,
5235880,A Flying Jatt,"August 25, 2016",,,Color,151,2.35:1,3.2,,,"4,395,713"
3748918,To Your Last Death,"March 17, 2020",,,Color,91,1.78:1,6.1,,,
10431262,Isekai Cheat Magician,"July 10, 2019",,,Color,23,,5.3,,,
0081249,The Nude Bomb,"May 9, 1980",,,,94,1.85:1,5.1,"14,662,035","3,565,066","14,662,035"
7369550,Spy Intervention,"February 14, 2020",,,Color,93,,4.0,,,
2535470,Wyrmwood: Road of the Dead,"February 13, 2015",,,Color,98,1.85:1,6.2,,,"111,141"
11349196,Unbroken,"February 23, 2021",,,Color,,16:9HD2.35:1,6.9,,,
0101615,Cool as Ice,"October 18, 1991",,,Color,91,1.85:1,2.9,"1,193,062","638,625","1,193,062"
2401798,The Vault,"April 16, 2011",,,Color,,16:9HD,7.5,,,
7043012,Velvet Buzzsaw,"February 1, 2019","3,645",137,Color,113,1.85:1,5.7,,,
0063678,Teorema,"November 27, 1968",,,Black and White,98,1.85:1,7.1,,,
0080486,Devil Hunter,"December 5, 1980",,,,102,1.85:1,3.5,,,
12446086,Legend of the White Dragon,,,,Color,,,,,,
2162709,Scooby-Doo! Music of the Vampire,"March 13, 2012",,,Color,79,16:9widescreen,6.4,,,
5651338,Godless Youth,"August 31, 2017",,,Color,114,2.39:1,5.7,,,"1,192,197"
0082085,Blow Out,"July 24, 1981","3,197","1,274",,108,2.39:1,7.4,"12,000,000",,"12,000,754"
15331908,Fork,"March 29, 2022",,,Color,,,,,,
5769154,Injustice 2,"May 16, 2017",,,Color,,,8.6,,,
0346491,Alexander,"November 24, 2004","1,801",244,Color,175,2.39:1,5.6,"34,297,191","13,687,087","167,298,192"
1340773,Elektra Luxx,"March 14, 2010",,,Color,100,,5.0,"11,514","5,601","11,514"
0077405,Days of Heaven,"October 6, 1978","3,858",227,Color,94,1.85:1,7.8,"3,446,749",,"3,475,702"
16409202,Da Wang Rao Ming,"December 3, 2021",,,Color,,,9.0,,,
0097770,Lock Up,"August 4, 1989",,,Color,109,1.85:1,6.4,"22,099,847","6,025,520","22,099,847"
14812782,Hit the Road,"April 22, 2022","4,811",747,Color,93,1.85:1,7.3,,,"4,930"
0061856,Son of Godzilla,"December 16, 1967",,,,84,2.35:1,5.2,,,
9652888,Along Came the Devil 2,"October 11, 2019",,,,87,2.39:1,4.3,,,
0091341,Kin-dza-dza!,"December 1, 1986",,,Color,135,1.37:1,8.0,,,"4,051"
1540133,The Guard,"July 7, 2011",,,Color,96,2.35:1,7.3,"5,360,274","76,834","19,561,904"
0120390,Turbulence,"January 10, 1997",,,Color,100,2.35:1,4.9,"11,538,235","4,464,008","11,538,235"
5121816,The Bar,"March 24, 2017",,,Color,102,2.35:1,6.3,,,"3,662,671"
0054567,Supercar,"January 28, 1961",,,Black and White,30,1.33:1,6.8,,,
0051063,Teenage Monster,"January 8, 1958",,,Black and White,65,1.85:1,3.7,,,
4920450,Chris the Swiss,"January 31, 2019",,,Black and White,90,,7.1,,,
3103620,The Green Fairy,"January 21, 2016",,,Color,90,,5.3,,,
9707580,Break Even,"December 1, 2020",,,,95,,5.1,,,
0055894,Invasion of the Triffids,"April 27, 1963",,,,93,2.35:1,6.1,,,
0164917,Spriggan,"October 12, 2001",,,Color,90,1.85:1,6.5,"25,824","7,420","25,824"
0110889,Priest,"March 24, 1995",,,Color,98,1.66:1,7.1,"4,165,845","113,430","4,165,845"
0119196,The Gingerbread Man,"January 23, 1998",,,Color,114,1.37:11.85:1,5.7,"1,677,131","118,278","1,677,131"
1085779,The Hole,"June 11, 2010",,,Color,92,1.85:1,5.7,,,"10,457,002"
1095217,Bad Lieutenant: Port of Call New Orleans,"December 11, 2009",,,Color,122,1.85:1,6.6,"1,702,112","245,398","10,606,422"
0144714,Highlander: The Raven,"September 26, 1998",,,Color,45,1.78:1,5.1,,,
7034108,Pillars of Eternity II: Deadfire,"May 8, 2018",,,Color,,,8.0,,,
1630029,Avatar 2,"December 16, 2022",91,,Color,,1.78:11.85:12.39:1,,,,
0372532,The Wedding Date,"February 4, 2005","3,851",661,Color,90,1.85:1,6.1,"31,726,995","11,129,580","47,096,206"
0347791,Pokémon Heroes,"May 16, 2003",,,Color,71,,6.1,"746,381","260,372","20,867,919"
1458674,The Wacky Adventures of Ronald McDonald: The Legend of Grimace Island,"January 22, 1999",,,Color,40,,6.2,,,
2434578,"I, Pet Goat II",,,,Color,8,,7.6,,,
0437863,The Benchwarmers,"April 7, 2006","4,632",537,Color,85,1.85:1,5.5,"59,843,754","19,656,429","64,962,629"
0067500,Tombs of the Blind Dead,February 1973,,,Color,101,"1.33:1(originalratio,openmatte)",6.1,,,
0762125,Planet 51,"November 20, 2009",,,Color,91,2.35:12.39:1,6.0,"42,194,060","12,286,129","105,647,102"
8110232,The Many Saints of Newark,"October 1, 2021",90,74,,120,2.39:1,6.3,"8,237,403","4,651,571","12,737,403"
1104123,The Scorpion King 2: Rise of a Warrior,"August 19, 2008",,,Color,109,1.78:1,3.8,,,
0059635,Rasputin: The Mad Monk,"April 6, 1966",,,,91,2.55:1(originalnegative),6.2,,,
12226808,Top Gunner,"June 23, 2020",,,Color,84,2.35:1,1.8,,,
0078680,Rumpole of the Bailey,"February 12, 1980","4,497",809,Color,60,1.33:1,8.4,,,
0078308,Spider-Man Strikes Back,"August 2, 1979",,,Color,90,1.33:1,5.0,,,
0086525,Valley Girl,"April 29, 1983","2,912",323,Color,99,1.85:1,6.4,"17,343,596","1,856,780","17,343,596"
1778346,The Last Vampire on Earth,"January 25, 2011",,,,90,1.78:1,2.0,,,
1389137,We Bought a Zoo,"December 23, 2011","2,359",927,Color,124,1.85:1,7.1,"75,624,550","9,360,434","120,081,841"
0113028,Far from Home: The Adventures of Yellow Dog,"January 13, 1995",,,Color,81,1.85:1,6.3,"11,642,946","4,231,917","11,642,946"
0926762,Loft,"October 22, 2008",,,Color,118,2.35:1,7.3,,,"9,168,516"
3528666,The Marine 4: Moving Target,"April 21, 2015",,,Color,90,1.78:1,5.1,,,
0077975,National Lampoon's Animal House,"July 28, 1978","1,369",11,Color,109,1.85:1,7.4,"141,600,000","276,538","141,600,000"
0291341,Mean Machine,"December 26, 2001",,,Color,99,1.85:1,6.4,"92,770",,"7,310,206"
0406310,Van Helsing: The London Assignment,"May 11, 2004",,,Color,30,1.78:1,6.0,,,
6902676,Guns Akimbo,"February 28, 2020","2,687",191,Color,98,2.39:1,6.3,,,"1,034,769"
0037166,Passage to Marseille,"March 11, 1944",,,Black and White,109,1.37:1,6.8,,,
8888656,World's Most Evil Killers,2017,,,Color,60,,7.2,,,
0111252,Spanking the Monkey,"July 15, 1994",,,Color,100,1.85:1,6.3,"1,359,736","35,396","1,359,736"
14362698,Sempre più bello,"January 31, 2022","1,451","3,769",Color,105,2.35:1,5.3,,,
9054192,Queenpins,"September 10, 2021","1,711",775,Color,110,2.00:1,6.3,,,"1,226,893"
3629520,Dragon's Heaven,"February 25, 1988",,,Color,42,4:3,6.6,,,
0098382,Star Trek V: The Final Frontier,"June 9, 1989",,,,107,2.39:1,5.5,"52,210,049","17,375,648","52,210,049"
0099108,Basket Case 2,"August 17, 1990",,,Color,90,1.85:1,5.4,,,
0026663,Mad Love,"July 12, 1935",,,Black and White,68,1.37:1,7.2,,,
1674782,The Karate Kid 2,,,,,,,,,,
3513548,Richard Jewell,"December 13, 2019","1,894",229,Color,131,2.39:1,7.5,"22,345,542","4,705,265","43,745,542"
4738776,Half Magic,"February 23, 2018",,,Color,94,,4.7,,,
0460810,The Great Buck Howard,"April 10, 2009",,,Color,90,1.85:1,6.4,"750,587","115,004","900,689"
3977848,Sky Sharks,"August 26, 2021",,,Color,102,2.35:1,3.6,,,
0430770,The Women,"September 12, 2008",159,"2,276",Color,114,1.85:1,5.0,"26,902,075","10,115,210","50,007,546"
2180271,Äkta människor,"January 22, 2012",,,Color,60,16:9HD,7.9,,,
0401398,Kronk's New Groove,"December 13, 2005",,,Color,75,1.78:1/(highdefinition)1.85:1,5.8,,,
0317648,Hidalgo,"March 5, 2004",,,Color,136,2.39:1,6.7,"67,303,450","18,829,435","108,040,622"
0097630,Journey to the Center of the Earth,"July 30, 1988",,,Color,100,1.85:1,2.6,,,
0082509,Heavy Metal,"August 7, 1981","3,534",218,Color,86,1.85:1,6.6,"546,545","204,660","546,545"
1135503,Julie & Julia,"August 7, 2009","1,534",857,Color,123,1.85:1,7.0,"94,125,426","20,027,956","129,540,522"
0077065,Project U.F.O.,"February 19, 1978",,,Color,60,1.33:1,7.2,,,
0482572,Pride and Glory,"October 24, 2008",,,Color,130,1.85:1,6.6,"15,740,721","6,262,396","31,200,557"
4905554,Jack Irish,"January 12, 2017","2,249",292,Color,52,16:9HD,7.8,,,
0361693,Happy Endings,"July 29, 2005",,,Color,128,2.35:1,6.3,"1,315,701","240,075","1,682,206"
0068282,Black Mama White Mama,"January 19, 1973",,,Color,87,1.85:1,5.5,,,
0084887,Battletruck,April 1982,,,Color,91,1.66:1,5.0,,,
0893509,Blonde and Blonder,"January 18, 2008",,,Color,95,1.85:1,2.8,"42,183","26,470","779,273"
0053611,Attack of the Giant Leeches,October 1959,,,Black and White,62,1.37:1(originalratio),3.7,,,
0069715,And Now the Screaming Starts!,"November 14, 1974",,,,91,1.85:1,5.9,,,
0482374,Gone,"March 9, 2007",,,Color,88,2.35:1,5.3,,,"325,630"
5513260,Surf's Up 2: WaveMania,"January 17, 2017",,,Color,84,,4.5,,,"1,213,943"
0363668,Heat Vision and Jack,,,,Color,30,,7.8,,,
0058530,Robinson Crusoe on Mars,June 1964,,,,110,2.35:1,6.4,,,
2090883,Hubert ohne Staller,"November 2, 2011","4,028","1,326",Color,43,16:9HD,7.6,,,
0041162,Batman and Robin,"May 26, 1949",,,Black and White,263,1.37:1,6.0,,,
0080641,The Dogs of War,"February 13, 1981",,,Color,102,1.85:1,6.3,"5,484,132",,"5,484,132"
4123430,Fantastic Beasts: The Crimes of Grindelwald,"November 16, 2018",47,68,Color,134,2.39:1,6.5,"159,555,901","62,163,104","654,855,901"
8561690,4x4,"April 4, 2019",,,Color,90,,5.8,,,"1,292,773"
3176418,Mad God: Part 1,"October 8, 2014",,,Color,12,,7.7,,,
0185014,Wonder Boys,"February 25, 2000",,,Color,107,2.35:1,7.3,"19,393,557","5,808,919","33,426,588"
0858492,Vikramarkudu,"June 23, 2006",,,Color,140,2.35:1,7.7,,,
0086036,Of Unknown Origin,"November 24, 1983",,,Color,88,1.85:1,6.1,"1,080,470","540,446","1,080,470"
0064665,Midnight Cowboy,"May 25, 1969","1,672",705,Color,113,,7.8,"44,785,053",,"44,801,177"
0102862,Scream Queen Hot Tub Party,1991,,,Color,50,,5.2,,,
6851660,Nils Holgersson,"May 1, 2017",,,Color,13,,5.5,,,
0020629,All Quiet on the Western Front,"August 24, 1930",,,Black and White,152,1.20:1(originalaspectratio),8.1,,,
3289712,Jenny's Wedding,"July 31, 2015",,,Color,94,2.35:1,5.5,"4,704","2,254","42,927"
2490326,Cooties,"September 18, 2015",,,Color,88,2.35:1,5.7,"60,058","33,031","485,544"
4922730,The Zebra Striped Hearse,,,,,,,,,,
0109446,The Client,"July 20, 1994","4,926",291,Color,119,2.39:1,6.7,"92,115,211","17,174,262","117,615,211"
1212974,Bitch Slap,"November 6, 2009",,,Color,109,2.35:1,4.5,"17,365","12,254","439,587"
0354356,Five Times Two,"September 1, 2004",,,,90,1.85:1,6.6,"128,752","15,667","7,444,906"
2131644,Sweet Prudence and the Erotic Adventure of Bigfoot,"January 1, 2011",,,Color,90,,5.0,,,
1046997,Miracle at St. Anna,"September 26, 2008",,,Color,160,2.39:1,6.1,"7,919,117","3,477,996","9,333,654"
8385474,A Dog's Journey,"May 17, 2019",,,Color,109,2.39:1,7.4,"22,782,371","8,030,085","75,741,905"
6443526,Halo: Landfall,,,,Color,7,,6.8,,,
2101441,Spring Breakers,"March 22, 2013","1,292",358,Color,94,2.35:1,5.3,"14,124,284","263,002","32,170,399"
0119887,The Pest,"February 7, 1997",,,Color,84,1.85:1,4.8,"3,600,616","1,817,278","3,600,616"
0161083,What's the Worst That Could Happen?,"June 1, 2001",,,Color,94,1.85:1,5.4,"32,269,834","13,049,114","38,464,131"
1010271,The Poughkeepsie Tapes,"April 27, 2007","2,716","1,051",Color,81,1.85:1,6.0,,,
0238546,Queen of the Damned,"February 22, 2002","4,387",343,,101,2.35:1,5.2,"30,336,800","14,757,535","45,479,110"
18765420,Curse of the Re-Animator,"March 26, 2022",,,Color,,16:9HD,,,,
1204343,Untitled Third Tintin Film,,,,,,,,,,
10126434,Scare Me,"October 1, 2020",,,Color,104,2:1,5.7,,,
6490930,Project Ithaca,"June 7, 2019",,,Color,85,2.39:1,4.0,,,
0054067,Black Sunday,"February 15, 1961",,,Black and White,87,1.66:1,7.1,,,
14342730,Black Light,"May 2, 2020",,,Color,107,,6.0,,,
0171356,Gun Shy,"March 9, 2000",,,,101,1.85:1,5.6,"1,638,202","703,109","3,284,444"
0089200,Ghoulies,"January 18, 1985",,,Color,81,1.85:1,4.1,,,
5534434,Victor Crowley,"May 13, 2020",,,Color,83,2.39:1,5.5,,,
12550376,Shark Bait,,,,Color,87,,,,,
2373094,Shinui,"August 13, 2012",,,Color,60,1.78:1,8.1,,,
0362942,Post Impact,"June 12, 2004",,,Color,90,,3.3,,,
7089878,Liz and the Blue Bird,"April 21, 2018",,,Color,90,1.85:1,7.1,"63,204",,"737,286"
0120241,Suicide Kings,"September 25, 1998",,,Color,106,1.85:1,6.9,"1,740,156","558,081","1,740,156"
0403407,Perfect Creature,"October 18, 2007",,,Color,90,2.35:1,5.4,,,"1,012,639"
1340094,The Crow,,"2,353","7,941",Color,,,,,,
15214902,Love in Aruba,"November 23, 2021",,,Color,,,6.6,,,
3688342,Zoo,"June 8, 2018",,,Color,97,2.35:1,6.5,,,"231,719"
3696720,Ascension,"December 15, 2014","4,175",163,Color,231,16:9HD,7.1,,,
12882620,Evil Eye,"October 13, 2020",,,Color,90,2.39:1,4.8,,,
13152186,Confession,"January 21, 2022","2,640","10,652",Color,80,,3.7,,,
0220261,Rejseholdet,"October 1, 2000","3,465",327,Color,75,1.78:1,8.2,,,
0115759,Broken Arrow,"February 9, 1996","4,283",251,Color,108,2.39:1,6.1,"70,770,147","15,583,510","150,270,147"
14112080,Tethered,"March 18, 2022","3,471","1,528",Color,88,2.35:1,4.5,,,
2980210,A Hologram for the King,"April 28, 2016",,,Color,98,2.35:1,6.1,"4,212,494","1,138,578","9,169,507"
2055789,Turbo Charged Prelude to 2 Fast 2 Furious,"June 3, 2003",,,Color,6,,6.0,,,
7339862,The Friendship Game,,,,Color,,,,,,
0295178,Austin Powers in Goldmember,"July 26, 2002","2,442",185,Color,94,2.39:1,6.2,"213,307,889","73,071,188","296,938,801"
5198890,Eileen,,,,,,,,,,
0421206,Gridiron Gang,"September 15, 2006",,,Color,125,2.35:1,7.0,"38,432,823","14,414,630","41,480,851"
0145660,Austin Powers: The Spy Who Shagged Me,"June 11, 1999","2,026",257,Color,95,2.39:1,6.6,"206,040,086","17,981,900","312,016,928"
0036696,The Canterville Ghost,August 1944,,,Black and White,95,1.37:1,6.9,,,
15181094,Thirty Nine,"February 16, 2022",916,27,Color,60,,7.7,,,
11057644,The Christmas Chronicles: Part Two,"November 25, 2020",,,Color,112,1.85:1,6.0,,,
0072271,The Texas Chain Saw Massacre,"October 11, 1974",792,20,Color,83,1.85:1,7.5,"30,859,000",,"30,860,378"
1253864,Immortals,"November 11, 2011","1,646",351,Color,110,1.85:1,6.0,"83,504,017","32,206,425","226,904,017"
8595586,Il signor Diavolo,"August 22, 2019",,,Color,86,1.78:1,5.9,,,"1,188,159"
3893620,Locust,"November 5, 2015",,,Color,124,,5.7,,,"476,015"
6992978,The Souvenir: Part II,"February 4, 2022",,,Color,107,1.66:1,7.4,"98,929","26,485","380,778"
14408016,"Now, We Are Breaking Up","November 12, 2021","4,711",556,Color,60,,6.8,,,
0350774,Dead & Breakfast,"July 20, 2006",,,Color,88,1.85:1,5.7,,,
4185364,Madea's Tough Love,"January 20, 2015",,,Color,64,,5.1,,,
0098143,Puppet Master,"January 11, 1990",,,Color,90,,5.5,,,
0184894,Shanghai Noon,"May 26, 2000",,,,110,2.39:12.35:1,6.6,"56,937,502","15,607,034","99,274,467"
8585954,My ID Is Gangnam Beauty,"July 27, 2018","3,511",480,,60,,7.5,,,
0217107,Trois,"March 10, 2000",,,Color,93,1.85:1,3.9,"1,161,843","200,815","1,161,843"
9603082,All Too Well: The Short Film,"November 12, 2021",,,Color,15,1.33:1,8.5,,,
11460508,The Suspicions of Mr Whicher,"April 25, 2011",,,Color,,,7.7,,,
0090881,Crawlspace,"May 21, 1986",,,,80,1.85:1,5.3,,,
0050143,The Astounding She-Monster,1957,,,Black and White,62,1.37:1(originalratio)1.85:1,3.6,,,
0119707,Mortal Kombat: Annihilation,"November 21, 1997",,,Color,95,1.85:1,3.6,"35,927,406","16,771,694","51,376,861"
0072239,Symptoms,June 1976,,,Color,92,1.85:1,6.5,,,
0107302,Kalifornia,"September 3, 1993","3,984",817,Color,117,2.35:1,6.7,"2,395,231","1,159,133","2,395,231"
0026714,A Midsummer Night's Dream,"October 30, 1935",,,Black and White,133,1.37:1,6.9,,,
9272568,The Driver,"November 26, 2019",,,Color,97,2.39:1,3.7,,,
0265086,Black Hawk Down,"January 18, 2002",696,43,Color,144,2.39:1,7.7,"108,638,745","179,823","172,989,651"
1828970,Evidence,"July 19, 2013",,,Color,94,2.35:1,5.3,,,"180,249"
8707436,Uncharted: Live Action Fan Film,"July 16, 2018",,,Color,15,2.35:1,8.5,,,
13130838,Lore,"January 1, 2022",,,Color,,,,,,
14115938,Kage no Jitsuryokusha ni Naritakute!,2022,,,Color,,,,,,
0422720,Marie Antoinette,"October 20, 2006","1,717",103,Color,123,1.85:1,6.5,"15,962,471","5,361,050","60,917,189"
9000224,The Assistant,"January 31, 2020","2,258",138,Color,87,2.00:1,6.3,"1,100,313","79,141","1,338,881"
2390791,Mr & Mrs Murder,"February 20, 2013",,,Color,44,16:9HD,7.4,,,
0417503,Bratz: Passion 4 Fashion - Diamondz,"September 26, 2006",,,Color,59,,1.8,"9,743,762",,
2652864,The Best of Mr. Peabody & Sherman,November 1959,,,,,,8.3,,,
0098492,Gunbuster,"October 7, 1988",,,Black and White,30,1.33:1,7.7,,,
10998174,Just for the Summer,"May 2, 2021",,,Color,90,,6.0,,,
0120738,Lost in Space,"April 3, 1998","2,452",79,Color,130,2.39:1,5.2,"69,117,629","20,154,919","136,159,423"
4925292,Lady Bird,"December 1, 2017",701,110,Color,94,1.85:1,7.4,"48,958,273","364,437","78,986,478"
1031280,Splinter,"April 3, 2009","4,738",200,Color,82,2.35:1,6.1,"14,154","9,517","522,497"
0046126,Niagara,February 1953,"3,800","6,202",Color,92,1.37:1,7.0,,,
0050086,3:10 to Yuma,"August 7, 1957",,,Black and White,92,1.85:11.75:1,7.6,"4,033,000",,
7040874,A Simple Favor,"September 14, 2018","1,365",183,Color,117,2.00:1,6.8,"53,548,586","16,011,689","97,644,617"
0052893,Hiroshima Mon Amour,"May 16, 1960",,,Black and White,90,1.37:1,7.9,"96,439","18,494","99,632"
0120780,Out of Sight,"June 26, 1998","3,112",344,Color,123,1.85:1,7.0,"37,562,568","12,020,435","77,745,966"
9861332,One Red Nose And A Wedding,"May 23, 2019","3,399",763,Color,12,16:9HD,6.6,,,
0449092,Rings,"March 8, 2005",,,Color,16,,6.8,,,
0322645,Inuyasha the Movie: Affections Touching Across Time,2001,,,Color,100,1.78:1,7.2,,,"10,539,779"
0107978,RoboCop 3,"November 5, 1993",,,Color,104,1.85:1,4.1,"10,696,210","4,304,829","10,696,210"
0325655,The Eye,"May 9, 2002",,,Color,99,1.85:1,6.7,"512,049",,"12,165,016"
0496436,White Noise 2: The Light,"January 5, 2007",,,Color,99,2.35:1,5.7,,,"8,526,917"
5144174,The Dry,"May 21, 2021","1,850",133,Color,117,2.39:1,6.9,"364,237","119,364","17,424,378"
0117008,Matilda,"August 2, 1996",729,90,Color,102,2.39:1,7.0,"33,459,416","8,208,609","33,459,416"
0166973,An American Tail: The Treasure of Manhattan Island,"February 15, 2000",,,Color,79,1.33:1,5.7,,,
0050147,Attack of the Crab Monsters,"February 10, 1957",,,Black and White,63,1.37:1(originalratio)1.78:1,4.9,,,
10933680,Debt Collectors,"May 20, 2020",,,Color,97,2.39:1,5.8,,,"26,976"
12015102,Vikrant Rona,"July 28, 2022",,,Color,135,,,,,
13186604,Uglies,,,,Color,,,,,,
1186370,Spread,"July 8, 2009",,,Color,97,2.35:1,5.8,"250,618","122,948","12,035,862"
4112470,Tilbury,,,,Color,53,,6.1,,,
16150204,MultiVersus,2022,,,,,,,,,
0064546,Witchhammer,"January 23, 1970",,,Black and White,107,2.35:1,7.8,,,
0377713,Cube Zero,"February 22, 2005",,,Color,97,1.85:1,5.6,,,
6208148,Disney's Snow White,2023,"1,673",525,Color,,2.39:1,,,,
0092493,Crocodile Dundee II,"May 25, 1988",,,Color,108,2.39:1,5.7,"109,306,210","24,462,976","239,606,210"
5372890,Bonusfamiljen,"January 30, 2017","3,124",14,Color,44,1.78:1,7.7,,,
11274100,Archenemy,"December 11, 2020",,,Color,90,,5.0,"121,642","53,678","136,240"
6032812,Eddie & Sunny,"March 24, 2022",,,,,,8.1,,,"66,303"
6476140,Serenity,"January 25, 2019","2,454","1,069",Color,106,2.39:1,5.3,"8,547,045","4,415,403","14,454,622"
0095655,Moonwalker,"June 23, 1989",,,Color,93,1.85:1,6.1,,,
0432348,Saw II,"October 28, 2005","4,247",225,Color,93,1.85:1,6.6,"87,039,965","31,725,652","147,748,505"
1320296,Shank,"March 26, 2010",,,Color,90,2.35:1,4.0,,,"713,697"
8387464,House Shark,"October 21, 2017",,,Color,111,,4.3,,,
0086618,Yellowbeard,"June 24, 1983",,,Color,96,1.85:1,5.9,"4,300,000","1,564,155","4,300,000"
0094061,Stripped to Kill,"March 20, 1987",,,Color,88,1.85:1,4.9,,,
0065481,Bloody Mama,"August 17, 1970",,,Color,90,1.85:1,5.7,,,
0366777,Millions,"April 29, 2005",,,Color,98,1.85:1,6.9,"6,584,159","70,224","11,782,282"
1748207,Sound of My Voice,"August 3, 2012",,,Color,85,1.85:1,6.6,"408,015","36,134","424,088"
0075936,Desperate Living,"November 2, 1980",,,Color,90,1.37:1,7.0,,,
0118607,Amistad,"December 25, 1997","3,883",378,,155,1.85:1,7.3,"44,229,441","4,573,523","44,229,441"
2719848,Everest,"September 25, 2015","1,947",64,Color,121,2.39:1,7.1,"43,482,270","7,222,035","203,427,584"
0041838,Samson and Delilah,"September 21, 1950",,,,134,1.37:1,6.8,,,
12466076,Yarim Kalan Asklar,"September 10, 2020",,,Color,60,16:9HD,7.8,,,
0159901,Dear Brother,"July 14, 1991",,,Color,25,,7.8,,,
